,eigen
"[BUS]19.913549,50.047402",9.26772403775036e-13
[ROAD]245487330,8.92987272299869e-15
[ROAD]247093116,0.0020195827280101645
[ROAD]247093267,0.07748232955661723
"[BUS]19.839924,50.011743",1.99754539935299e-23
"[BUS]19.842993,50.006843",4.306326189685502e-23
[ROAD]247094367,2.934414982343876e-19
[ROAD]247095807,0.014667676383630533
"[BUS]19.849481,49.992286",0.00019806192883525597
"[BUS]19.857349,49.997962",0.006388591767276623
[ROAD]247097410,0.02239300404534968
[ROAD]247097469,0.08061481456325884
[ROAD]247097555,0.002888302854438002
[ROAD]247097652,0.04417224314190741
[ROAD]251680825,4.991002494236463e-12
[ROAD]251681030,2.0092301255818816e-17
[ROAD]251681036,1.2629542040586077e-15
[ROAD]251688755,3.614109773455017e-18
"[BUS]19.932009,50.062519",1.292618895623204e-13
[ROAD]251688941,2.0513300107948994e-18
[ROAD]251689105,1.2972715144887395e-22
[ROAD]251689118,8.157355588914171e-21
[ROAD]251689478,2.2615953006970738e-21
[ROAD]251689485,1.3730266411899462e-23
[ROAD]251689486,2.9051220613313392e-24
[ROAD]251689493,4.800935973318564e-22
[ROAD]251689494,2.3325136662779763e-21
[ROAD]251689744,2.10385539091833e-20
[ROAD]251689745,1.2362474170460777e-22
[ROAD]272798884,4.258938644219216e-26
[ROAD]251689931,1.7377342244102886e-17
[ROAD]251690116,3.243230079678191e-23
[ROAD]251690144,4.64568412353945e-17
[ROAD]272798860,3.9635883728069614e-19
"[BUS]19.957209,50.065499",5.140553789109696e-16
[ROAD]251691060,6.852806980088103e-20
"[BUS]19.950382,50.064967",2.9025607840837636e-18
"[BUS]19.952364,50.067927",3.6755097690115154e-13
[ROAD]251691166,1.3087790821487417e-14
[ROAD]251691332,5.142340402233742e-16
[ROAD]251691389,3.807364832708576e-15
[ROAD]251691503,6.728135516115523e-14
[ROAD]251691538,9.74732916824668e-18
[ROAD]251691557,5.579398243274789e-22
[ROAD]251691838,2.260871216732491e-21
[ROAD]251692040,7.939405582690288e-14
[ROAD]251693266,2.0459790266869204e-13
[ROAD]251693006,7.950601148724188e-14
[ROAD]251693048,2.3168784633783885e-10
[ROAD]251693069,4.994806253926719e-12
"[BUS]19.924747,50.057869",5.3152772823691e-07
"[BUS]19.922885,50.057569",5.0034243750246256e-08
[ROAD]251693128,7.960093428668312e-10
[ROAD]251693129,1.2661447235958352e-11
[ROAD]251693131,8.146249279678714e-12
[ROAD]251693213,1.1200791540772925e-12
[ROAD]251693214,7.029382965714085e-11
[ROAD]251693215,2.984645088794413e-10
[ROAD]251693217,1.8295584047212002e-08
[ROAD]251693232,1.2969652494784608e-13
[ROAD]251693234,3.2541195663373174e-15
[ROAD]251693282,1.2492436751818834e-18
[ROAD]251693283,1.9869059495710883e-20
[ROAD]251693428,7.021642660985407e-18
[ROAD]251693430,2.021698570663441e-17
[ROAD]251693458,6.026282479608994e-16
"[BUS]19.913261,50.057622",4.967627800627043e-14
[ROAD]251693559,3.789245602613646e-14
"[BUS]19.916056,50.058022",2.3559758399383853e-12
[ROAD]251693605,2.648552785524418e-14
[ROAD]251693606,4.2132402519884164e-16
[ROAD]251693607,1.2711152555186714e-15
[ROAD]251693631,8.071916027273731e-14
[ROAD]251694559,2.3169158912675675e-10
[ROAD]251694900,2.9402028281145377e-19
"[BUS]19.906973,50.056869",1.16203155809063e-15
[ROAD]251695325,3.1965091800516693e-19
"[BUS]19.8404,50.041336",4.7594710810805077e-07
[ROAD]251767742,1.5562087054036343e-19
[ROAD]251767743,4.6396354430259107e-32
[ROAD]251767744,7.882778990847338e-30
[ROAD]251767751,1.33977282011136e-27
[ROAD]251767753,5.588680085814805e-20
[ROAD]251767754,7.882780577002238e-30
[ROAD]251767761,6.504001298147703e-34
[ROAD]251767765,8.351184750544291e-33
[ROAD]2005300507,5.742571272305895e-32
"[BUS]19.944757,50.05853",3.0604423309765046e-24
[ROAD]254348465,5.627426566044414e-16
[ROAD]254349499,6.032300173141866e-13
[ROAD]254349500,2.9361320807322133e-12
[ROAD]254349501,2.8054038784459975e-15
[ROAD]254349502,1.2435281836364221e-13
[ROAD]256620820,4.6367226523645894e-20
[ROAD]257659338,4.873285039848937e-12
"[BUS]19.936788,50.077505",6.427839116121013e-13
"[BUS]19.938824,50.079664",1.194019395301498e-15
[ROAD]257659388,3.5934916628122216e-13
[ROAD]257659401,2.1696811048897194e-17
[ROAD]264342680,1.908058799996135e-14
[ROAD]257661109,1.6103029999870495e-15
[ROAD]257661136,2.359726396241491e-14
[ROAD]257686083,5.147128536462793e-22
[ROAD]258234441,1.1403906099829504e-16
[ROAD]258234443,1.6392825062674648e-19
[ROAD]258234445,1.3675954932371242e-12
[ROAD]258234448,6.476715652204344e-16
[ROAD]258234475,1.346790738599757e-16
[ROAD]258234521,1.7240031923352066e-21
"[BUS]19.910157,50.074243",7.549092635566724e-18
"[BUS]19.922843,50.086933",3.513206056190936e-17
"[BUS]19.945077,50.066035",9.635578260331216e-15
"[BUS]19.934695,50.07331",2.3330592256635723e-10
"[BUS]19.945371,50.056188",4.959772816315107e-19
[ROAD]258237454,1.8316530868655336e-19
[ROAD]258241312,4.3147584426667243e-19
[ROAD]258241317,5.747863770093321e-19
"[BUS]19.932182,50.095469",2.018151814582879e-19
[ROAD]258241486,3.075240123072644e-24
[ROAD]258244238,2.0883298252840917e-19
[ROAD]258244295,3.3681891090084984e-16
[ROAD]258244297,8.584319063601427e-18
[ROAD]261673882,1.0274910350755144e-14
[ROAD]261673883,2.4128122698584665e-11
[ROAD]261675297,3.321771134224468e-14
[ROAD]261675298,1.4352020116514246e-16
[ROAD]261675300,6.530579810576447e-19
[ROAD]261675306,2.8469995978775757e-18
"[BUS]19.935977,50.066099",1.3552016131981497e-17
"[BUS]19.93618,50.071352",7.516705550772892e-14
[ROAD]261677469,2.1625905703425004e-10
"[BUS]19.925264,50.067706",3.248897379668661e-10
"[BUS]19.925676,50.067606",8.149012052423242e-08
"[BUS]19.927283,50.07001",1.0777887464246415e-08
[ROAD]261708618,3.0848528588938276e-20
[ROAD]261732014,1.56772764059677e-16
[ROAD]261732017,4.920648092181779e-18
[ROAD]261732022,1.1137952679704577e-20
[ROAD]261737332,1.570191739343397e-16
"[BUS]19.884127,50.089773",1.3728347530189167e-14
[ROAD]261737340,5.858632431639493e-27
[ROAD]2000519148,2.9331428281523663e-25
[ROAD]261737344,1.4510596086857428e-23
[ROAD]261737345,3.7738411704437424e-20
[ROAD]261737350,4.592631144605796e-22
"[BUS]19.894004,50.060222",3.696528774474057e-24
[ROAD]261737362,1.757512656027703e-25
[ROAD]10905062030,8.449205013599281e-26
"[BUS]19.884279,50.063544",3.285954413938779e-26
"[BUS]19.882521,50.064193",1.694300223402861e-26
[ROAD]261737373,6.551064396202971e-28
"[BUS]19.874012,50.066513",1.0371742285785763e-27
"[BUS]19.871582,50.066536",1.5715185949721962e-26
"[BUS]19.870701,50.066631",1.4946539528720385e-27
[ROAD]261737384,3.0308553519375794e-26
[ROAD]261737395,6.85424156196534e-27
[ROAD]261737398,8.977517962491492e-28
[ROAD]261737407,4.8924280937527123e-26
"[BUS]19.851209,50.067538",4.3550182671517375e-27
"[BUS]19.850658,50.067491",5.579502460702116e-26
"[BUS]19.846591,50.067848",9.27075194410755e-24
[ROAD]261745757,1.2872404885577977e-17
"[BUS]19.841015,50.068679",1.5801197975174267e-25
[ROAD]261962711,1.6405174696726766e-25
[ROAD]261962718,1.569947440385174e-23
"[BUS]19.848565,50.083303",1.477057396035345e-20
[ROAD]261962745,5.226287806637949e-27
[ROAD]261962746,6.400019740481432e-29
[ROAD]261962753,2.6111297736895207e-23
[ROAD]261962765,1.6394174090978474e-21
[ROAD]261962787,1.0383129984626017e-19
[ROAD]452389332,6.52015280779654e-18
"[BUS]19.86603,50.06508",6.506476366402734e-29
"[BUS]19.868814,50.060771",2.48821658619477e-25
[ROAD]261963648,3.55279274674014e-29
[ROAD]261963649,2.9917698596042965e-27
[ROAD]283018583,4.774695763795629e-17
[ROAD]4395730226,1.2948471723955537e-09
"[BUS]20.024212,50.002938",3.861086024138845e-06
[ROAD]261998769,0.000156448841047983
[ROAD]261998900,5.061536348412032e-12
[ROAD]262007317,1.3360671894202813e-17
[ROAD]262007334,1.640196788775551e-14
[ROAD]356933045,3.314028265744394e-27
"[BUS]19.870494,50.061426",2.0361449238152964e-23
[ROAD]262018917,1.76020941085614e-10
"[BUS]19.873233,50.046258",1.2410235873078636e-11
[ROAD]262033351,2.4555120760832782e-26
[ROAD]262033419,7.454976226116024e-20
[ROAD]262053859,1.3291360260260636e-18
"[BUS]19.927309,50.083938",9.59245753549588e-20
"[BUS]19.930686,50.083983",5.670442661035318e-19
"[BUS]19.93354,50.083803",2.7450013421712087e-19
[ROAD]262053909,7.784532880977861e-20
[ROAD]284609073,5.695292712707355e-18
[ROAD]262063466,2.2684568804370746e-17
[ROAD]262064928,1.745196119906623e-18
[ROAD]262064930,1.289096527839341e-15
[ROAD]262064934,6.374138357567514e-15
[ROAD]262064939,1.5636398344584476e-16
"[BUS]19.883029,50.08214",1.0312714131130087e-11
[ROAD]2486969494,1.379689631491942e-10
"[BUS]19.920904,50.087604",7.959374033779467e-17
[ROAD]262066596,5.876449165848072e-27
[ROAD]262066599,2.1508527439588904e-28
[ROAD]262116930,1.0569352841663732e-15
[ROAD]262116937,5.171351295662886e-14
[ROAD]262193738,9.170822775578724e-15
[ROAD]262193741,5.072465226397738e-18
[ROAD]262193750,3.898469322417024e-13
[ROAD]414635892,1.142019151052511e-14
[ROAD]262199969,1.1768588291675858e-11
[ROAD]262199970,4.560378891349373e-14
"[BUS]19.935859,50.072289",3.722860118572061e-12
[ROAD]262199985,1.1036912527662904e-15
[ROAD]262199986,2.5840934374812355e-17
[ROAD]262201253,7.585095900407489e-12
[ROAD]262201254,1.984813382787065e-15
[ROAD]262201255,3.2486406787254205e-17
[ROAD]262201256,1.3574991530327015e-08
[ROAD]262201257,5.375978168787451e-19
[ROAD]262206404,7.345453147450204e-20
[ROAD]262210522,6.485258048657207e-11
[ROAD]262210523,6.4264182810754536e-15
"[BUS]19.923652,50.063983",3.763246639527945e-07
[ROAD]289007770,3.215144161831766e-20
[ROAD]262214199,1.7777602148351127e-18
[ROAD]262214204,1.341185012392255e-19
[ROAD]262220889,6.816387148845017e-20
[ROAD]262220978,2.0352851956991924e-19
[ROAD]262220981,5.593110014594596e-19
[ROAD]262224980,6.50209829621077e-18
[ROAD]262221021,1.8222156589724232e-18
[ROAD]262377287,1.427361550568199e-17
[ROAD]5111324060,2.2352744278253548e-15
"[BUS]19.945681,49.976059",1.0206531594047759e-23
[ROAD]263893365,6.0257862755162145e-18
"[BUS]19.945991,49.991193",2.2604934857235002e-14
"[BUS]19.947191,49.995454",7.196095044159238e-11
"[BUS]19.946148,49.997271",4.302569125583088e-09
[ROAD]263900135,2.587609758219534e-07
[ROAD]276630147,1.2839508290704962e-05
"[BUS]19.943232,50.005697",3.4682378884650414e-07
[ROAD]263900189,0.0002594513201333296
[ROAD]263900215,1.780859815648669e-05
"[BUS]19.943706,49.991021",6.718731520567622e-15
"[BUS]19.941219,49.990764",2.0288416961454356e-13
"[BUS]19.941671,49.989287",7.541713648666417e-15
"[BUS]19.941472,49.988613",2.8035478280645243e-16
"[BUS]19.940561,49.986861",1.0562371135284749e-17
"[BUS]19.939712,49.984554",3.787218285638616e-18
"[BUS]19.935799,49.982534",1.4079171343426e-19
"[BUS]19.986398,49.976301",7.3576872969512765e-31
[ROAD]263927503,4.5262922463271196e-29
"[BUS]19.989771,49.97967",2.828104370609583e-27
"[BUS]19.966272,50.02717",4.5892371626327046e-08
"[BUS]19.892354,50.0809",1.0350209684557755e-13
"[BUS]19.897376,50.114196",4.539858134355218e-22
[ROAD]264106043,1.3383477101400472e-16
[ROAD]264106054,2.319235440238473e-18
[ROAD]3464226197,4.759212076615495e-19
[ROAD]264106080,1.181370413559034e-16
[ROAD]264106081,2.8341600128331543e-18
[ROAD]264106090,3.823583103176639e-18
[ROAD]264106094,7.863394535758393e-15
[ROAD]264106095,2.6035034962435854e-12
"[BUS]19.916583,50.092949",5.393061178837193e-17
"[BUS]20.065163,50.095431",2.1200090016092223e-15
"[BUS]20.061087,50.092308",2.4137084569056833e-14
[ROAD]1454516082,1.6571252761850965e-12
[ROAD]264338336,6.999467912273747e-18
[ROAD]264342661,1.0935078552517859e-12
[ROAD]264342682,2.2095066779031368e-11
[ROAD]264342689,6.097307950657457e-09
[ROAD]264345060,2.747255459722315e-11
[ROAD]264464994,4.582044987388103e-23
[ROAD]2428680930,8.589951377670065e-17
[ROAD]264496536,5.216384716042238e-19
[ROAD]10204373822,1.4600477850861783e-20
"[BUS]19.854429,50.056768",1.1369126326599334e-28
[ROAD]842560965,7.936058570498104e-14
[ROAD]264701142,9.65878073578593e-16
[ROAD]264701150,1.1501480420205551e-17
[ROAD]842560942,1.1506239119676084e-17
[ROAD]264718131,3.7537936877608265e-13
[ROAD]264718132,1.1897982161752134e-11
[ROAD]264718143,9.208543068864346e-15
"[BUS]19.884363,50.101347",8.223704849232286e-20
"[BUS]19.883222,50.096987",4.9058436584384906e-17
"[BUS]19.892352,50.094839",1.8958070437088915e-15
[ROAD]264719814,2.5016826950019318e-17
[ROAD]264719831,1.0425625141442986e-15
[ROAD]264719834,1.0288619465668579e-16
"[BUS]19.963958,50.092836",2.253487152342639e-14
"[BUS]19.962601,50.091261",1.241574829608432e-15
"[BUS]19.963569,50.08794",1.6679735702213965e-14
[ROAD]2523193426,1.2339895811470148e-12
"[BUS]19.961044,50.093959",5.472824484018398e-13
"[BUS]19.974387,50.098579",1.2375988502718964e-18
"[BUS]19.975186,50.097242",2.3887532286206427e-18
"[BUS]19.974882,50.094899",3.0003924611411383e-19
"[BUS]19.975753,50.093741",9.270550176727995e-19
[ROAD]264756251,1.5152877884770768e-12
[ROAD]264756257,9.302196057447029e-16
[ROAD]265517215,1.8095782117578156e-10
[ROAD]265517216,4.723941479502955e-10
"[BUS]20.04961,50.053438",6.559075098055393e-13
"[BUS]20.045429,50.043704",1.9399102595406473e-09
[ROAD]265531073,1.0378201556152161e-19
[ROAD]935807262,5.730867386416012e-18
[ROAD]265531078,2.412422235457905e-19
[ROAD]265531104,4.604299167255102e-22
[ROAD]265531107,6.077872570744437e-22
[ROAD]265531118,1.0317588590563112e-20
[ROAD]265531133,1.8114810404320858e-19
[ROAD]265531155,1.8171980898076107e-14
"[BUS]20.063833,50.053009",5.874402309132389e-13
"[BUS]20.081632,50.064195",0.0002798612332789884
[ROAD]265536921,1.7881986199004e-15
[ROAD]265536930,7.266492682053832e-17
[ROAD]265537081,1.3150710622588765e-16
[ROAD]265551460,1.1756515915487308e-20
[ROAD]265551470,1.9880614635106802e-23
[ROAD]265551472,8.697796140728936e-25
[ROAD]265551474,8.522947142140736e-17
[ROAD]265551476,2.0907174180234717e-18
[ROAD]265551478,1.1866344070618433e-28
[ROAD]266684908,3.9417588973737115e-18
[ROAD]266684909,4.036320670963561e-20
[ROAD]266684911,9.739808955017336e-21
[ROAD]266684914,1.2462471775476748e-11
[ROAD]266695289,4.2484791425720346e-15
[ROAD]266695290,6.419690009266085e-12
"[BUS]19.923215,50.062665",1.7572000934200974e-07
[ROAD]266695295,2.810319711403638e-09
[ROAD]1305810457,9.547682013762582e-11
[ROAD]266695297,3.075149533985324e-09
[ROAD]266696720,2.99866574561509e-10
"[BUS]19.889321,50.017621",3.578782924766111e-15
"[BUS]19.887772,50.016868",1.2765071118687695e-14
"[BUS]19.880917,50.007261",5.74552072195122e-09
[ROAD]267538291,3.0977340017566593e-19
[ROAD]267538293,1.612303617778813e-16
[ROAD]267538559,1.3175885878612137e-11
"[BUS]19.920688,50.066912",4.471887005800591e-08
"[BUS]19.86821,50.098224",7.641607042098829e-17
[ROAD]268023057,8.066094788553262e-19
[ROAD]268794056,1.0524419973527494e-13
[ROAD]268794061,1.668581923419292e-15
[ROAD]268796410,5.958598427533654e-14
"[BUS]19.895514,50.047906",2.9615508217057977e-15
[ROAD]268800770,1.8633417483421144e-08
[ROAD]268800771,3.9876032514223896e-10
[ROAD]268800772,2.5065106797682065e-08
[ROAD]268800776,3.8848452509427024e-11
[ROAD]268800779,1.5765301645532253e-07
[ROAD]268800781,7.758682031768026e-08
"[BUS]19.947053,50.07292",6.344886199929082e-12
[ROAD]269325543,8.682191457963214e-15
[ROAD]269330748,1.870447337863091e-12
[ROAD]2646091026,8.70592434121017e-07
[ROAD]269485003,3.23499303058758e-29
[ROAD]269492251,2.589534107764514e-14
[ROAD]269492264,2.5864889268467456e-15
[ROAD]269497891,6.286088372133977e-17
"[BUS]19.967307,50.082901",4.4058953694858685e-20
[ROAD]269497898,1.1442405063998174e-21
[ROAD]269497902,2.793586624028334e-21
[ROAD]269573434,3.416645096291948e-17
[ROAD]269651650,4.3022937800479964e-20
[ROAD]269654087,9.128530625152032e-16
[ROAD]6334996111,6.180573144689864e-18
[ROAD]269658733,1.276249508107316e-13
[ROAD]269658772,4.888142689118711e-15
[ROAD]269660394,9.752117878854267e-18
[ROAD]269660425,9.548413980608263e-18
[ROAD]269665667,2.6323879642434672e-17
"[BUS]19.934361,50.045154",1.7595530998717643e-06
"[BUS]19.937943,50.038684",1.8144622309035395e-06
[ROAD]269849490,4.192828508732545e-12
[ROAD]269849504,2.670870764055623e-10
"[BUS]19.949423,50.036579",1.019842397196146e-09
[ROAD]269849526,9.837710356343641e-09
"[BUS]19.941279,50.028471",3.1657702436541925e-09
[ROAD]269852134,3.852434674130819e-21
[ROAD]2056598005,1.126575456703193e-18
[ROAD]270483756,1.1283566728848677e-10
[ROAD]270483759,1.3556932143155218e-12
[ROAD]270483784,1.6167554217517285e-14
[ROAD]271131166,3.6081401634052806e-22
"[BUS]20.029189,50.078099",7.268164115411732e-13
[ROAD]271131174,4.435471203638106e-19
"[BUS]19.973542,50.100285",6.820945251689587e-18
[ROAD]272078719,3.8926463792535836e-17
[ROAD]272085797,1.0009593920983094e-10
"[BUS]19.945614,50.044835",7.530212601150124e-14
[ROAD]272273907,1.494194915452858e-12
[ROAD]272273922,1.1221863604707001e-18
[ROAD]12229265390,4.881304275508375e-17
[ROAD]272303105,9.873002878156539e-16
[ROAD]272303120,1.3663013501581244e-09
[ROAD]272306201,6.3197629687189746e-18
"[BUS]20.043718,50.08672",1.5658844088853051e-15
"[BUS]20.039118,50.08553",1.2429656472504054e-15
"[BUS]20.050021,50.056716",4.828143100121898e-13
[ROAD]322905923,6.20510475195467e-10
"[BUS]20.052669,50.068771",1.6283076878994278e-06
"[BUS]20.053913,50.072544",1.1966448208699594e-11
"[BUS]20.042654,50.039076",5.560830083669884e-06
"[BUS]20.052489,50.038302",2.6347279563100334e-05
[ROAD]288147322,2.2387886559643325e-17
[ROAD]272482346,1.8373025806192083e-20
[ROAD]272482347,3.090751734196363e-22
[ROAD]272482348,3.7700846063112005e-22
[ROAD]272482349,2.0610005558244448e-20
[ROAD]272482351,3.7201030656246002e-22
[ROAD]272482353,4.9231251479924247e-20
[ROAD]272482359,2.13023690944934e-19
[ROAD]272482362,6.259735607050011e-24
[ROAD]272491913,9.353948233386645e-09
"[BUS]20.004278,50.039184",3.459005295848485e-11
[ROAD]2378475173,1.3092244622459149e-12
[ROAD]1289597467,4.6427640662968764e-14
[ROAD]988785964,2.2453702679064225e-14
"[BUS]19.958676,50.041348",4.154310656278006e-09
"[BUS]19.947727,50.035164",3.402416975486149e-08
[ROAD]288048560,6.157987984958584e-08
[ROAD]272504150,3.082743154141455e-14
[ROAD]1038481078,2.0806869389659114e-08
[ROAD]3824613976,2.960271592780278e-07
[ROAD]272504191,1.9320870531694995e-11
[ROAD]272504197,2.0725618354441895e-09
[ROAD]272504206,1.0547525761300227e-10
"[BUS]19.944136,50.034821",2.5471992534719837e-07
"[BUS]19.94532,50.032961",1.8976802816678413e-07
"[BUS]19.947095,50.034384",1.062796540706207e-08
[ROAD]272505937,5.307915909270326e-07
[ROAD]272779018,4.0922543318688577e-13
[ROAD]272779019,1.96115049283112e-13
[ROAD]272779021,4.060838575252013e-13
[ROAD]272779028,8.111842822642002e-14
"[BUS]19.933212,50.07312",3.771488017481069e-10
[ROAD]272783544,1.46795824345801e-17
[ROAD]272783546,5.0785075687440985e-18
[ROAD]272783547,2.156912348785177e-16
[ROAD]272783550,2.7656398510511804e-19
[ROAD]272798850,7.391122730531611e-19
[ROAD]272798880,1.9287571852082217e-28
[ROAD]272798899,8.152653927408664e-20
[ROAD]272798927,2.3296849295853807e-21
"[BUS]19.944948,50.064623",5.028785800402627e-15
[ROAD]272814278,0.023857393525816104
"[BUS]19.923736,50.07058",4.691703567353174e-13
[ROAD]273459783,1.7440204790817935e-16
[ROAD]273461466,8.162081469403806e-10
[ROAD]273461468,1.186548992009477e-12
[ROAD]273470204,4.7874915255383344e-14
[ROAD]273470207,7.877694579942086e-16
[ROAD]273473986,5.399555103318121e-19
[ROAD]273473987,9.665187286756503e-24
[ROAD]273483027,2.91897296686488e-15
[ROAD]273532899,7.756158331835027e-14
[ROAD]273532900,1.2681298418124529e-15
"[BUS]19.923733,50.061319",8.10763812515548e-08
"[BUS]19.924146,50.061395",2.1718464856915906e-06
"[BUS]19.923963,50.060906",2.3324553960587144e-07
"[BUS]19.924363,50.060953",4.915921911824541e-06
[ROAD]273533237,5.996670431220998e-11
[ROAD]273533238,1.2258754220842259e-09
[ROAD]273533240,8.635482768335301e-14
[ROAD]273535365,1.163201202768146e-13
[ROAD]273535366,1.7657439552895227e-12
[ROAD]273535377,7.313292813266857e-12
"[BUS]19.930226,50.060183",4.5918705513712246e-10
[ROAD]273535635,4.5002600138829103e-11
[ROAD]273535641,4.5002600138829103e-11
[ROAD]273535646,1.5261780385758689e-12
[ROAD]566168708,9.889574172681722e-11
"[BUS]19.926032,50.058229",4.7166909882730944e-06
[ROAD]273761448,1.8374152245923332e-08
[ROAD]273761462,1.2348050368447343e-09
[ROAD]273761466,1.9644915112023222e-11
[ROAD]273761476,3.4643673847108647e-09
[ROAD]273761484,4.11972601909829e-09
[ROAD]273769850,1.3862299285515147e-08
[ROAD]273769857,2.9223422370512196e-24
