,eigen
"[BUS]19.749878,50.137512",7.786627284731098e-56
"[BUS]19.749415,50.137639",1.2957231735714626e-55
"[BUS]19.868415,50.138082",1.1098493616867604e-52
"[BUS]19.797822,50.13979",1.7052257685060597e-42
"[BUS]20.060478,50.138064",3.1398310878161366e-70
"[BUS]19.748722,50.137864",8.279353026970385e-56
"[BUS]19.969009,50.137969",1.8387054624098675e-34
"[BUS]19.74817,50.138102",4.789913625098231e-56
"[BUS]20.111529,50.138978",1.5394830129867392e-46
"[BUS]19.769068,50.138177",8.807690373239508e-54
"[BUS]19.870063,50.138246",1.2472274082739313e-52
"[BUS]20.116002,50.138259",8.127195161227974e-50
"[BUS]19.693156,50.138275",2.687804315426297e-57
"[BUS]19.747821,50.138279",7.303675498904875e-56
"[BUS]19.8716,50.138344",4.573261278028505e-56
"[BUS]19.768507,50.138377",7.061774733210223e-54
"[BUS]19.872234,50.138379",3.7033882205029326e-56
"[BUS]19.873102,50.138418",3.104946873708979e-56
"[BUS]19.873971,50.138454",2.6157185521124674e-56
"[BUS]19.747375,50.138504",3.73747158190225e-56
"[BUS]19.874738,50.138504",2.1587774098433117e-56
"[BUS]19.751133,50.138871",2.863584092532056e-56
"[BUS]19.875415,50.138557",3.8880770235153615e-56
"[BUS]19.87658,50.13866",6.974459181432343e-56
"[BUS]19.693181,50.138694",4.312134200569676e-58
"[BUS]19.899281,50.139112",8.169735954585968e-37
"[BUS]19.747012,50.138678",5.532259879012096e-56
"[BUS]19.743129,50.138686",2.390783848362485e-55
"[BUS]19.743446,50.138697",1.675117556629626e-55
"[BUS]19.744565,50.138783",1.1670338329748706e-55
"[BUS]19.742692,50.138698",3.3917343394864294e-55
"[BUS]19.864475,50.138722",4.601760754253027e-18
"[BUS]20.116896,50.139335",7.380801408309612e-49
"[BUS]19.744913,50.138805",8.088368009801927e-56
"[BUS]19.746591,50.138802",8.159024173826253e-56
"[BUS]19.969341,50.138796",3.039784311604981e-35
"[BUS]19.741761,50.138816",4.781882153691007e-55
"[BUS]19.745759,50.138863",5.5800692309753605e-56
"[BUS]19.746274,50.138857",3.834617434370734e-56
"[BUS]19.75075,50.139436",1.9969269704197045e-56
"[BUS]19.740886,50.138926",1.9174095034629795e-55
"[BUS]19.740273,50.138997",2.627014081548172e-55
"[BUS]20.111389,50.139922",4.290350178515258e-47
"[BUS]19.87743,50.139031",5.506947771668572e-56
"[BUS]19.693201,50.139044",5.069268695731662e-59
"[BUS]19.864314,50.139059",5.68564480752405e-17
"[BUS]19.927371,50.140431",2.4098401449328764e-50
"[BUS]19.969522,50.139232",3.5052622129947296e-35
"[BUS]20.059795,50.139313",3.171016884736139e-71
"[BUS]19.878249,50.139421",9.831660846524664e-56
"[BUS]19.767996,50.139612",1.2459086330358806e-53
"[BUS]19.750702,50.14019",5.220489785525446e-56
"[BUS]19.693226,50.139463",5.456003620539394e-59
"[BUS]20.117694,50.140258",5.965388270358675e-48
"[BUS]19.879552,50.13975",7.730234573481495e-56
"[BUS]19.969776,50.139844",4.030877149365512e-35
"[BUS]19.880448,50.139924",1.3796548163266449e-55
"[BUS]20.058961,50.140249",3.378356582237678e-71
"[BUS]19.784394,50.202159",1.254251776590956e-17
"[BUS]19.881236,50.140092",2.452966888226185e-55
"[BUS]19.767682,50.140118",9.280162572292687e-54
"[BUS]19.751083,50.141061",3.7918869282480663e-56
"[BUS]19.881846,50.14022",4.334735239997689e-55
"[BUS]19.693272,50.140237",5.857065670837733e-59
"[BUS]20.110557,50.141018",1.0570788883631661e-47
"[BUS]19.882736,50.140581",7.598003007795306e-55
"[BUS]19.970008,50.140441",4.6213209350697804e-35
"[BUS]20.058146,50.140512",2.1392527393112222e-72
"[BUS]19.767318,50.140607",1.5764269878639712e-53
"[BUS]19.911277,50.14068",1.2976541289783153e-55
"[BUS]20.057517,50.140818",6.585576429582683e-74
"[BUS]19.970387,50.141386",6.598511788469558e-36
"[BUS]19.910983,50.14092",1.669925154115407e-183
"[BUS]19.693312,50.140923",4.153891757889485e-60
"[BUS]20.119037,50.141242",4.821825085231066e-47
"[BUS]20.109041,50.142921",2.6145990899006307e-48
"[BUS]19.751252,50.141593",2.7521923122675875e-56
"[BUS]19.767059,50.141357",2.646027032149709e-53
"[BUS]20.056943,50.141138",6.585576429582683e-74
"[BUS]19.797263,50.14144",5.945632388754641e-43
"[BUS]19.884034,50.141817",5.590141912782546e-55
"[BUS]19.86339,50.141467",3.221104433971801e-26
"[BUS]19.693339,50.141361",4.2971630127955756e-60
"[BUS]20.119361,50.141419",3.897786232322068e-46
"[BUS]19.751992,50.14469",1.9886316201214558e-56
"[BUS]20.119904,50.141717",1.0057541305046967e-50
"[BUS]19.927476,50.141782",1.3369886442789558e-50
"[BUS]19.970399,50.142075",7.384846187160416e-37
"[BUS]19.863276,50.141826",9.115441190877254e-26
"[BUS]19.883181,50.142052",3.861716443757398e-55
"[BUS]20.120506,50.142046",8.127195161227974e-50
"[BUS]19.927003,50.142585",7.729380247543498e-51
"[BUS]20.121026,50.142326",6.568081892186815e-49
"[BUS]19.969922,50.142568",8.086183699897537e-37
"[BUS]19.765884,50.142335",1.743586212343349e-53
"[BUS]19.796468,50.142912",1.7676778145672338e-43
"[BUS]20.121628,50.142614",5.308580081139993e-48
"[BUS]19.970857,50.142536",1.9395476759020576e-44
"[BUS]19.86285,50.142956",1.3172397740828904e-24
"[BUS]19.881622,50.142687",2.4532013991367686e-55
"[BUS]20.124148,50.142781",3.897786232322068e-46
"[BUS]20.123735,50.142803",4.290967077117066e-47
"[BUS]19.925116,50.143718",4.805876045455882e-51
"[BUS]19.972344,50.143569",2.2331693612903523e-44
"[BUS]20.108676,50.143319",7.312836652758805e-49
"[BUS]19.881193,50.142941",1.4090237449710048e-55
"[BUS]19.974147,50.143111",2.602947899029322e-44
"[BUS]19.765292,50.143058",2.809994492453759e-53
"[BUS]20.127185,50.143312",1.1124134454250012e-67
"[BUS]19.880656,50.143171",2.1306598600806685e-55
"[BUS]19.796282,50.143176",4.3958856422065907e-44
"[BUS]19.976898,50.143913",3.0184835213510595e-44
"[BUS]19.879951,50.143464",3.1778442840030456e-55
"[BUS]19.969208,50.143311",5.763274673216815e-37
"[BUS]19.693463,50.143463",4.4404342677016654e-60
"[BUS]19.764909,50.143513",1.6691746810074323e-53
"[BUS]20.127774,50.143527",6.893548107652542e-68
"[BUS]20.108317,50.143926",1.978837301931068e-49
"[BUS]19.878586,50.144034",1.5005383376374082e-55
"[BUS]20.128298,50.143719",1.1156079509708499e-67
"[BUS]19.764606,50.143926",2.585708095517233e-53
"[BUS]19.968608,50.143969",9.814612298646541e-37
"[BUS]19.86135,50.144253",1.472519482628188e-23
"[BUS]20.128671,50.143851",1.8027644853173983e-67
"[BUS]19.795664,50.143907",8.910351322746638e-45
"[BUS]20.108127,50.144257",2.755601570263756e-51
"[BUS]20.109414,50.146369",5.252224661995478e-50
"[BUS]19.693494,50.143992",4.583705522607756e-60
"[BUS]20.051163,50.144086",1.669925154115407e-183
"[BUS]20.047926,50.150882",4.355412619348354e-67
"[BUS]20.129387,50.144099",2.9082706444333515e-67
"[BUS]19.795119,50.144369",1.0329117378276127e-44
"[BUS]20.130019,50.144325",1.7769397349870253e-67
"[BUS]19.693458,50.144326",4.7269767775138455e-60
"[BUS]19.764209,50.144541",1.3801628898168018e-53
"[BUS]20.130343,50.144441",2.8591456373044607e-67
"[BUS]20.130649,50.14455",4.617775157398623e-67
"[BUS]19.976444,50.144679",3.4810267403116636e-44
"[BUS]19.752087,50.145088",1.4265286148118604e-56
"[BUS]20.131139,50.144726",7.510909703903689e-67
"[BUS]19.794642,50.144751",1.586377609876148e-45
"[BUS]19.924328,50.144934",3.268679801890429e-51
"[BUS]20.132081,50.145171",4.83515148697031e-67
"[BUS]19.763964,50.144952",6.788956222647054e-54
"[BUS]19.708325,50.144958",1.4327125490608975e-61
"[BUS]19.860254,50.145086",1.6547687154493778e-22
"[BUS]19.794269,50.145032",1.809059718320773e-46
"[BUS]19.975997,50.145054",7.483942330453121e-44
"[BUS]19.752184,50.145728",1.013865491639083e-56
"[BUS]19.968497,50.145093",6.923453371447973e-37
"[BUS]19.877234,50.145381",6.2424480359954715e-56
"[BUS]19.975436,50.145683",1.6085191369379411e-43
"[BUS]19.859955,50.145324",1.8667792787697142e-21
"[BUS]19.763675,50.145395",3.066883840123128e-54
"[BUS]19.923775,50.145692",2.4202094998585648e-51
"[BUS]19.859373,50.145724",2.11192879583325e-20
"[BUS]20.109006,50.146104",7.042017263636623e-51
"[BUS]19.752198,50.146169",7.128837803550599e-57
"[BUS]20.107791,50.146278",1.1139116288593773e-52
"[BUS]19.968468,50.14576",4.983522239217691e-37
"[BUS]19.79312,50.146113",1.3859868117732827e-47
"[BUS]20.133041,50.146022",3.391450980129977e-67
"[BUS]19.763201,50.146106",1.269402834096512e-54
"[BUS]19.858646,50.146128",2.3942208153004023e-19
"[BUS]19.968391,50.146451",8.740026842045479e-37
"[BUS]19.752053,50.146885",4.953910701836116e-57
"[BUS]19.922944,50.147003",1.915174070117447e-51
"[BUS]19.963808,50.146453",4.668267171410389e-37
"[BUS]19.792659,50.146687",5.68756280400038e-49
"[BUS]19.965818,50.146438",5.523245891843096e-37
"[BUS]19.876238,50.146417",2.262508914176411e-56
"[BUS]20.105112,50.151802",7.698286213243265e-51
"[BUS]20.115789,50.154679",6.690793933976262e-51
"[BUS]20.106458,50.150928",5.935219115922194e-51
"[BUS]19.966979,50.146492",6.760401550548961e-37
"[BUS]20.133717,50.14671",2.6339979594303282e-67
"[BUS]19.975689,50.146519",1.8480447602345195e-43
"[BUS]19.85797,50.146522",1.1004432932067738e-40
"[BUS]20.107387,50.147034",6.718267713856783e-52
"[BUS]19.87594,50.146726",7.053016761318064e-57
"[BUS]19.962983,50.146794",3.949649743373949e-37
"[BUS]19.752049,50.14756",1.0147742430207576e-56
"[BUS]19.977631,50.146892",2.122423712612203e-43
"[BUS]19.979184,50.146944",4.559676626235741e-43
"[BUS]19.962471,50.147008",3.2430148667751233e-37
"[BUS]19.979704,50.146993",9.7955706028239e-43
"[BUS]19.76127,50.148389",4.830570543576359e-55
"[BUS]20.107226,50.147553",6.436632666068638e-54
"[BUS]19.791491,50.147261",2.965716679398995e-51
"[BUS]19.980118,50.147054",1.1248081708404962e-42
"[BUS]19.874912,50.14777",1.8615644868982344e-57
"[BUS]19.961685,50.147361",2.5268352970319686e-37
"[BUS]20.13423,50.147241",2.1823931868453537e-67
"[BUS]19.857041,50.147288",6.813557764317778e-41
"[BUS]19.787242,50.147238",4.3231191569006166e-57
"[BUS]19.787661,50.147257",3.1313543809925797e-57
"[BUS]19.980859,50.147241",2.416377604065681e-42
"[BUS]19.788246,50.147305",2.2291644226221415e-57
"[BUS]19.790162,50.147389",4.731802093383078e-57
"[BUS]19.788598,50.147346",1.556871905235392e-57
"[BUS]19.786926,50.147317",5.875159730742942e-57
"[BUS]19.789013,50.14742",2.9496531463020606e-57
"[BUS]19.98121,50.147392",5.1909966080499285e-42
"[BUS]19.786582,50.147515",7.870489640736012e-57
"[BUS]19.98161,50.147584",1.1151589390889696e-41
"[BUS]19.786221,50.147724",1.0405795572520436e-56
"[BUS]19.752282,50.148009",6.74771410220722e-57
"[BUS]20.107329,50.148232",1.297101590150789e-54
"[BUS]20.134736,50.147787",1.8130688976298425e-67
"[BUS]19.856289,50.148066",4.2238305344284116e-41
"[BUS]19.961033,50.147974",1.842494683342523e-37
"[BUS]19.982225,50.147986",2.3956483084431636e-41
"[BUS]19.75551,50.147993",6.813708564615765e-57
"[BUS]19.756257,50.148031",1.4211218543528031e-56
"[BUS]19.754861,50.148005",3.496489121004788e-57
"[BUS]19.752593,50.148038",4.4436593786127367e-57
"[BUS]19.754431,50.148023",5.379119135564687e-57
"[BUS]19.753202,50.148081",8.281013235762562e-57
"[BUS]19.75725,50.148192",3.2540265980440466e-56
"[BUS]20.135308,50.148403",3.249717302136662e-67
"[BUS]19.96066,50.148299",3.090289550022354e-37
"[BUS]19.874506,50.148204",4.07633054206054e-58
"[BUS]20.107454,50.148934",1.0964884755671223e-53
"[BUS]19.757971,50.148526",8.359889914508128e-56
"[BUS]19.982643,50.148321",5.146472205497595e-41
"[BUS]19.709407,50.148252",1.669925154115407e-183
"[BUS]19.784751,50.148367",1.359286958439287e-56
"[BUS]19.874295,50.14843",4.796622741661154e-58
"[BUS]19.854751,50.149779",2.511959397585694e-41
"[BUS]19.784368,50.148504",1.7560112968165326e-56
"[BUS]19.960266,50.148601",2.029858440555072e-37
"[BUS]19.983041,50.148605",5.90948651231602e-41
"[BUS]19.783947,50.148603",2.2454111745651928e-56
"[BUS]20.13552,50.148632",2.492147844882052e-67
"[BUS]19.925544,50.14868",4.0082902301875317e-51
"[BUS]19.924988,50.148698",3.4004544311037565e-51
"[BUS]19.925945,50.148732",6.303152594295549e-51
"[BUS]19.783134,50.148704",2.844128380078315e-56
"[BUS]19.874021,50.148722",5.615566468552214e-58
"[BUS]19.926451,50.148798",1.075727467845772e-50
"[BUS]19.782681,50.148747",3.570959764734754e-56
"[BUS]19.782333,50.148787",4.447036283236078e-56
"[BUS]19.927618,50.148943",1.9000289386333934e-50
"[BUS]19.759471,50.148953",6.073640496508969e-56
"[BUS]19.781391,50.148894",5.496009197506228e-56
"[BUS]19.983637,50.149364",6.785631570694691e-41
"[BUS]20.107521,50.15004",9.672157611868474e-53
"[BUS]19.928136,50.149028",3.4430588048322825e-50
"[BUS]19.759963,50.149042",1.723904188018199e-55
"[BUS]19.780731,50.148969",6.744243444153933e-56
"[BUS]19.922261,50.149679",1.5910378122485388e-51
"[BUS]19.928974,50.149209",6.385237202292273e-50
"[BUS]19.959409,50.149131",1.2350133555165468e-37
"[BUS]19.779982,50.149099",1.4767747213439067e-56
"[BUS]19.923019,50.149468",2.1796667559375486e-51
"[BUS]19.779691,50.149188",1.7377162386565834e-56
"[BUS]19.929402,50.149314",1.2092010971782818e-49
"[BUS]19.930254,50.149545",2.3320886960432117e-49
"[BUS]19.873348,50.149428",9.274192386179511e-59
"[BUS]19.958792,50.149372",6.950599315374891e-38
"[BUS]19.779256,50.149381",2.0343955570341973e-56
"[BUS]20.136273,50.149446",4.259500518961423e-67
"[BUS]19.958438,50.149501",1.0562717790679865e-37
"[BUS]19.931016,50.149766",4.567026936677417e-49
"[BUS]19.958038,50.149661",1.5902021080258396e-37
"[BUS]19.892818,50.14967",6.397939954548273e-37
"[BUS]19.931403,50.15054",9.05507708218883e-49
"[BUS]19.778281,50.150542",3.359758996043981e-57
"[BUS]20.136784,50.149995",7.181921786536604e-67
"[BUS]19.791474,50.149828",1.8276294458039825e-51
"[BUS]19.872865,50.149898",1.1893217569904592e-59
"[BUS]19.79179,50.150036",3.011314690342865e-51
"[BUS]19.957155,50.150132",7.821565490684527e-38
"[BUS]19.918545,50.15673",5.090068385880676e-52
"[BUS]19.872352,50.150405",1.1109119430535372e-60
"[BUS]20.107015,50.150513",7.573820668557957e-52
"[BUS]19.799567,50.150772",1.5437806750788416e-50
"[BUS]19.79789,50.150356",8.321874209637299e-51
"[BUS]19.792358,50.150345",2.033308004810116e-51
"[BUS]19.797256,50.15051",4.458875005424233e-51
"[BUS]20.137722,50.1509",4.7805859835244685e-67
"[BUS]19.956593,50.150467",3.536419823542739e-38
"[BUS]19.796418,50.150732",5.1842063130227356e-51
"[BUS]20.105828,50.151398",7.069674610015554e-54
"[BUS]19.792749,50.150515",3.565035651702056e-51
"[BUS]19.983731,50.150946",7.791673383165029e-41
"[BUS]19.955978,50.150827",4.995926976134275e-38
"[BUS]19.793622,50.150749",6.368298021222512e-51
"[BUS]19.871787,50.150983",6.722313810517441e-62
"[BUS]20.039505,50.153514",1.4368507550652403e-65
"[BUS]19.853265,50.151222",1.436747071566945e-41
"[BUS]19.778191,50.151009",4.308454666476223e-58
"[BUS]19.980298,50.159028",4.3178878165365595e-41
"[BUS]19.931813,50.151433",9.073267720651847e-49
"[BUS]19.955532,50.151095",2.0047965049121927e-38
"[BUS]20.138522,50.151346",2.968476580704857e-67
"[BUS]19.871353,50.151427",1.9775922670949736e-63
"[BUS]19.932122,50.151578",1.6391581582781463e-48
"[BUS]19.954702,50.151563",2.7332943669637363e-38
"[BUS]19.8915,50.15147",9.654026810142265e-61
"[BUS]19.920294,50.152162",1.6624288612260337e-52
"[BUS]19.778085,50.151719",4.024314276853674e-59
"[BUS]19.932701,50.151851",3.3068681002525045e-48
"[BUS]19.852631,50.151782",8.034066091291567e-42
"[BUS]20.139231,50.151721",4.7152503475705e-67
"[BUS]19.954355,50.151764",9.671447627962908e-39
"[BUS]20.102633,50.152531",1.0400996090746498e-51
"[BUS]19.935464,50.153153",3.462291754667977e-48
"[BUS]20.139943,50.152093",7.453752529755616e-67
"[BUS]19.983599,50.152995",3.858903322633005e-41
"[BUS]19.799091,50.152066",1.2975890103392717e-50
"[BUS]20.105951,50.152073",9.123022644163495e-68
"[BUS]19.953669,50.152154",3.0953337673426116e-39
"[BUS]20.140252,50.152255",4.27805514614686e-67
"[BUS]19.851914,50.152273",4.3865113854743316e-42
"[BUS]19.775241,50.152429",2.4351240162099668e-60
"[BUS]20.106032,50.152603",1.3749654135071543e-67
"[BUS]19.773932,50.15247",7.1635627453044875e-62
"[BUS]20.102044,50.152771",1.62634081987371e-52
"[BUS]20.140863,50.152578",2.379671126547996e-67
"[BUS]19.920123,50.152582",3.4227890538823304e-54
"[BUS]19.952667,50.152718",9.053189629129297e-40
"[BUS]19.851208,50.152741",6.653702618346917e-42
"[BUS]20.101689,50.153029",2.201479623994017e-53
"[BUS]19.799176,50.153101",1.0438628895549737e-50
"[BUS]20.101288,50.153394",2.984806704294232e-54
"[BUS]20.141757,50.153054",3.6610397588234076e-67
"[BUS]20.105858,50.153077",7.330771180398921e-68
"[BUS]19.951566,50.153243",2.503834518206496e-40
"[BUS]19.936257,50.153541",6.386224924039027e-48
"[BUS]19.850392,50.153279",9.983182675625487e-42
"[BUS]19.919968,50.154102",1.0143951272665912e-53
"[BUS]19.949142,50.154246",6.946088952044118e-41
"[BUS]20.142376,50.153376",1.9450654302244775e-67
"[BUS]20.100349,50.154276",4.057007000032788e-55
"[BUS]19.983279,50.153451",4.431022670219662e-41
"[BUS]20.105523,50.153499",1.1758719670992776e-67
"[BUS]20.038273,50.153691",2.3026201768557832e-64
"[BUS]19.936598,50.153701",1.296294693634264e-47
"[BUS]19.79936,50.153604",7.961061577825176e-51
"[BUS]19.849846,50.15363",1.4814722417311807e-41
"[BUS]20.037818,50.153756",2.1632905139686075e-64
"[BUS]19.93762,50.15444",2.659460153970643e-47
"[BUS]20.143031,50.153717",2.9422518938456972e-67
"[BUS]20.036342,50.153967",2.0283162637007802e-64
"[BUS]19.799644,50.154052",1.3722526227170786e-50
"[BUS]19.98248,50.154596",5.087963538815932e-41
"[BUS]20.033894,50.15432",1.9697975201054e-63
"[BUS]19.84918,50.154058",2.1754828071321608e-41
"[BUS]20.104857,50.154513",1.9013247707198707e-67
"[BUS]19.848916,50.154228",3.16453842457046e-41
"[BUS]20.099787,50.154808",6.42046475940244e-56
"[BUS]20.033324,50.154396",1.7800277775001698e-63
"[BUS]20.030773,50.154723",1.602884377397853e-63
"[BUS]20.144359,50.154418",4.443365397700337e-67
"[BUS]19.799871,50.154469",9.76252364402486e-51
"[BUS]20.026535,50.154513",1.6050302574554616e-60
"[BUS]20.024958,50.154554",3.936351991718137e-60
"[BUS]19.937296,50.15477",2.8013345940416733e-47
"[BUS]20.027501,50.154535",5.7315063088685204e-61
"[BUS]20.024418,50.154598",2.7662238716980937e-60
"[BUS]20.022244,50.154765",5.913226106173825e-60
"[BUS]20.144719,50.154599",6.714550899267572e-67
"[BUS]20.028243,50.154609",1.748202873913467e-61
"[BUS]19.848219,50.154709",4.5670413823001835e-41
"[BUS]20.030059,50.154802",1.4379317785365145e-63
"[BUS]19.948092,50.154969",2.0105397816021516e-41
"[BUS]20.02889,50.154736",4.437048799692612e-62
"[BUS]20.115798,50.155237",7.563754822751774e-52
"[BUS]20.021639,50.154791",3.990560753809402e-60
"[BUS]19.936623,50.155311",5.170220033081717e-47
"[BUS]20.145019,50.154914",3.4636666578300304e-67
"[BUS]20.020885,50.154799",2.6689448739996806e-60
"[BUS]20.020548,50.154802",1.7704106463219324e-60
"[BUS]20.019796,50.154831",1.1659840175903177e-60
"[BUS]20.029736,50.154842",9.083428496667582e-63
"[BUS]20.019264,50.154893",7.634292784675791e-61
"[BUS]19.949218,50.154924",2.7454692445013957e-41
"[BUS]20.018526,50.154991",4.97697655252524e-61
"[BUS]20.017964,50.155048",3.235750019624162e-61
"[BUS]20.104784,50.155107",1.186858690649423e-67
"[BUS]20.099256,50.155263",8.83888426639556e-57
"[BUS]20.017191,50.155095",2.1009851257386152e-61
"[BUS]20.015809,50.155108",3.8308054488647754e-61
"[BUS]19.94998,50.155105",1.7110501215426486e-41
"[BUS]19.847504,50.155118",6.552754931748319e-41
"[BUS]19.799482,50.155194",6.723433718399165e-51
"[BUS]19.950893,50.155322",1.0083453192532101e-41
"[BUS]20.116145,50.158219",9.648995609812268e-53
"[BUS]20.098382,50.155881",1.2327129202340771e-57
"[BUS]19.847099,50.155297",9.371005323198468e-41
"[BUS]19.936343,50.155548",1.0480218777563536e-46
"[BUS]19.951205,50.155395",5.499248487784375e-42
"[BUS]20.015395,50.156289",6.675913287269862e-61
"[BUS]19.846342,50.155589",1.3397791667853988e-40
"[BUS]19.946938,50.155765",1.7403835059133278e-51
"[BUS]19.981846,50.155518",1.5244164379827632e-41
"[BUS]20.144862,50.155586",1.8717379434860818e-67
"[BUS]19.95177,50.15553",2.7316107655267694e-42
"[BUS]19.935627,50.156295",1.0984987572659772e-46
"[BUS]19.799056,50.155572",4.5834037675513527e-51
"[BUS]20.104735,50.155589",7.510546120117451e-68
"[BUS]19.883466,50.155808",7.402468837323011e-61
"[BUS]19.919368,50.155633",3.059936871053539e-53
"[BUS]19.952234,50.155642",3.9549650237917603e-42
"[BUS]19.952806,50.15578",1.7163083952047855e-42
